,tweet,emoji,polarity,emotion
863,"@IAPonomarenko Attack is often the best defense! 😢

we need to guard from the #Oligarchs and their #PutinsWar at every level.

Be it #Ukraine, #Russia, #Yemen #Iraq #Israel #Afghanistan 

Thank you #Ukaine for showing us how &amp; we all need to step up!

#StandWithUkriane #NoToWar
#Peace4Climate https://t.co/B79OYMPumx",['😢'],0,3
864,First rule of war: Understand your enemy 🤣 #StandWithUkraine https://t.co/AY08FjBcmd,['🤣'],1,1
865,"@LChicago18 @AdamRintala @AkubarixRSTV @annedeblois @BrianaOconnelly @CathyGraphics3 @ClimhazzardZero @GotJanie @Jessicam6946 @LAfromLINY @MelMel1082 @MistressMalevo2 @NKasheta @peevee55 @Sashat861 @ShutUpAmanda Now, that's a smack down I can totally get behind! 😂🤣🤣🤣

Good morning and Happy Friday, Sweet Lola! I hope you're feeling better! Love you, my dear friend!! Peace and love to all, Putin and other like minded authoritarians, notwithstanding!! 🥰❤️💙💛🇺🇦 #StandWithUkraine https://t.co/bjW44Hvz1o","['😂', '🤣', '🤣', '🤣']",1,1
866,"Hello World,

this picture is 77 years old, Berlin in Spring 1945.
Unfortunately we see these pictures again today,
#Ukraine in Spring 2022 . . .

#ThrowbackThursday and present. Terrible.   😔

💙       🇺🇦       👊       🇺🇦       💛 https://t.co/OSTaxOKBi9",['😔'],0,3
867,I think this might be mines we saw people (terrifyingly) snaking through. Stomach turned watching this 😅 definitely a case of don’t try this at home. Or anywhere. Ever. #Ukraine https://t.co/LTDJaEvHcM,['😅'],1,1
868,"Story of a girl in #Mariupol 🥺

How did we watch and allow this to happen. 😞

https://t.co/xqyQ0A45AQ",['😞'],0,3
869,"Hello World,

this picture is 77 years old, Berlin in Spring 1945.
Unfortunately we see these pictures again today,
#Ukraine in Spring 2022 . . .

#ThrowbackThursday and present. Terrible.   😔

💙       🇺🇦       👊       🇺🇦       💛 https://t.co/OSTaxOKBi9",['😔'],0,3
870,"😁Deal Alert!😀 

$139.99 with FREE PRIME Delivery &amp; FREE Returns for SanDisk 1TB Extreme microSDXC
👉 https://t.co/TVk7wgCoGR

#Amazon #amazonprime #rtx3070 #rtx3080 #COVID19 #Ukraine #Giveaway #girl #NbaTopshot #AprilFools #TakeYouDown #Xbox https://t.co/5nlk8GxGpZ",['😀'],1,1
871,"What w/sanctions these days #Russia.ns not able 2pay2 acquire #Android-based apps, so authrties annce alternative #NashStore willB develpd by 9 MAY;
If they REALLY go for it &amp; develop alt #Apple App Store that might tempt me to change sides on the War!😀 https://t.co/HWS5aIEXpb",['😀'],1,1
872,"My mother always used to say;
The older you get, the better you get, unless you’re a banana.🍌 
Here I am 😆
#Banana 
#Bali 
#monkeyshines2022 
#FridayMotivation 
#WhatIsAMother 
#Bread 
#skims f*ck #Kim
#GasCash 
#Russian 
#UkraineUnderAttaсk 
#LestGoBanana 
#Setyoufree https://t.co/heHtTZxOjv",['😆'],1,1
873,"Hello World,

this picture is 77 years old, Berlin in Spring 1945.
Unfortunately we see these pictures again today,
#Ukraine in Spring 2022 . . .

#ThrowbackThursday and present. Terrible.   😔

💙       🇺🇦       👊       🇺🇦       💛 https://t.co/OSTaxOKBi9",['😔'],0,3
874,"#Ukraine
Biden &amp;:NATO to Zelenskyy:-
You are Hero,fighting well with Putin

Zelenskyy to Biden n Nato:
Thanks
Please Give me Aircraft,send your troop..

Biden:-No U r fighting well
U R Hero

Zelenskyy:-ok
Atleast make Ukraine No Fly Zone.

Biden &amp; NATO:-
No
You are Hero.😂😁🔥 https://t.co/C0qih2zfes",['😂'],1,1
875,"Pray for ukraine 😔, help ukraine by ordering this t-shirt I stand with ukraine supporting shirt https://t.co/al8GjkYN82
Get this shirt to help the people
#Ukraine #IStandWithUkraine #HelpUkraine #FCKPTN #fightforUkraine #freeUkraina https://t.co/ItNCvBIKFv https://t.co/LXWtWVH5Xf",['😔'],0,3
876,"Real 3D #nftart 
Follow me for more news😀

➡️DISCORD : https://t.co/ndnHTKb6Qz

#NEWNFT #MetaverseNFT #realnft #gym #investment #war https://t.co/R1q1dZQuDP",['😀'],1,1
877,"The Russian occupiers were told: ""It will be a glorious hunt in Ukraine."" But then they surrender to the Ukrainian forces. Tell Vladimir Putin to bring them home, mother Russia 😭 #Russia #Ukraine

Video via Ukrinfom TV https://t.co/7S17Pyn5ER",['😭'],0,3
878,"It's #BandcampFriday!! I've released a new single to raise funds for humanitarian charities in #Ukraine Would really appreciate your support and please share 🙏😊👍🇺🇦🏴󠁧󠁢󠁳󠁣󠁴󠁿

https://t.co/4Yvi9alIiO",['😊'],1,1
879,😢 Let us never forget what #Putin and #Russia are…. https://t.co/gfq2asvxFt,['😢'],0,3
880,"Oh Jessie 😍🐾   UAnimals have shared the wonderful story of a little pup called Jessie. Born during war, cared for and loved by #Ukraine soldiers. Animals have a massive part to play in war &amp; little Jessie is so loved. 💙💛 #ukraineanimals Photo: UAnimals https://t.co/Fe8X4SljZX",['😍'],1,1
881,"@herulerna 😂 Feel for you. Seen the film, Dead Man (w. Johnny Depp)? ..that guy who won’t stop talking…
 How are you? Red Cross supposed to be starting a convoy there today. 🤞My prayers are with you. #SaveMariupol #StandWithUkraine",['😂'],1,1
882,"#Ukraine
Biden &amp;:NATO to Zelenskyy:-
You are Hero,fighting well with Putin

Zelenskyy to Biden n Nato:
Thanks
Please Give me Aircraft,send your troop..

Biden:-No U r fighting well
U R Hero

Zelenskyy:-ok
Atleast make Ukraine No Fly Zone.

Biden &amp; NATO:-
No
You are Hero.😂😁🔥 https://t.co/C0qih2zfes",['😂'],1,1
883,This is the #Ukrainian military curling team - seen here practicing for next years winter Olympics 😆 https://t.co/lfIyNeoM4j,['😆'],1,1
884,"lite kul 😅
A Meme: the Quadrilateral Alliance in
March of 2022...
(by  Eisel Mazard)
#Politics #India #Russia #China #USA https://t.co/wSxGk5o3aC",['😅'],1,1
885,"Hello World,

this picture is 77 years old, Berlin in Spring 1945.
Unfortunately we see these pictures again today,
#Ukraine in Spring 2022 . . .

#ThrowbackThursday and present. Terrible.   😔

💙       🇺🇦       👊       🇺🇦       💛 https://t.co/OSTaxOKBi9",['😔'],0,3
886,"Sending positive thoughts to the people of #mariupol I hope the Russians will FINALLY let the Red Cross @ICRC @ICRC_ua do their job without being fired upon. People there have been living in unimaginable conditions for weeks now😢
#IStandWithUkraine️ 🙏🏽🇺🇦 https://t.co/o4yA0W3KO3",['😢'],0,3
887,"#Russia is offering #India $35 discount to *pre war prices* (so $97-35=$62) 

This is almost HALF of what global oil prices (~$110 to $120)

Further it is a Rupee-Ruble offer.

Bunty from US &amp; Bubli from UK are cautiousing us against it. Not sure what they smoked! 🤣 https://t.co/m9DA1LQ6LK",['🤣'],1,1
888,@AnonOpsSE Good Morning #Anonymous. Getting into some good mischief on April Fools I see!!😎🤣😂😘,"['🤣', '😂']",1,1
889,"Apparently
two #Ukrainian helicopters bombed a fuel depot
on the Russian border
#Putin's response: 'this attack can damage the talks''
😄
what an asshole 
He bombs civilians during the negotiations
but if the Ukrainians attack
it' damages the talks' ?

unbelievable.",['😄'],1,1
890,"Ukraine is restoring law &amp; order. Putin has more respect for #Zelenskyy now than all those yes men who lied to him thru flattery(trump) and midnight calls
*ahem* macron😭
#PutinWarCrimes #StandWithUkraine #ArmUkraineNow",['😭'],0,3
891,"USA will come running. Just like in #Ukraine😂😂😂

#DaleepSingh is the most immature diplomat I've ever seen from the USA. No wonder his President is @JoeBiden, most useless President in last two decades..!

#SleepyJoe, go to sleep..! World and India doesn't need your ""HELP"". https://t.co/i1veEnk6Tf","['😂', '😂', '😂']",1,1
892,GOOOOOOOD MORNING BELGOROD ! 😂#Belgorod #Ukraine https://t.co/1KYikyVaHU,['😂'],1,1
893,We have to do better for them 👇👇 @NATO #ClosetheSkyoverUkraine #beautifulchildren #Ukraine 💙💙💛💛🇺🇦🇺🇦😢😢 https://t.co/SBWG4gffOW,"['😢', '😢']",0,3
894,"2 helis destroyed Oil &amp; Gas reserves in Belgorod,Russia.
At first very embarrassed, #Russia lied it was accident. Now, they admit it + accuse #Ukraine of a criminal act🤣
In the meantime, #Russian aviation authority switches to paper after losing 65TB of data. 🇷🇺 is born to fail. https://t.co/SUxo2BthSP",['🤣'],1,1
895,"Russians have mined the corpses.  They've mined the fucking corpses so that decent town folk hoping to bury the dead get their limbs blown off.#Irpin, #Ukraine.🤬 https://t.co/F5uls6auO5",['🤬'],0,4
896,"#Ukraine
Biden &amp;:NATO to Zelenskyy:-
You are Hero,fighting well with Putin

Zelenskyy to Biden n Nato:
Thanks
Please Give me Aircraft,send your troop..

Biden:-No U r fighting well
U R Hero

Zelenskyy:-ok
Atleast make Ukraine No Fly Zone.

Biden &amp; NATO:-
No
You are Hero.😂😁🔥 https://t.co/C0qih2zfes",['😂'],1,1
897,"@RussianEmbassy @mfa_russia @RusMission_EU @EUdelegationUK @BBCWorld @SkyNews @ftworldnews @TelegraphWorld @guardianworld @TheEconomist @RT_com You're losing it ..... 😃😃😃

#StandWithUkraine","['😃', '😃', '😃']",1,1
898,"Nice one 😂😂😂
#FckPutin #StopPutin #StandWithUkraine #StopWar https://t.co/vVksFzhbeN","['😂', '😂', '😂']",1,1
899,GOOOOOOOD MORNING BELGOROD ! 😂#Belgorod #Ukraine https://t.co/1KYikyVaHU,['😂'],1,1
900,"@CNN @KimDozier #AprilFoolsDay  Traffic Lights especially for Putin's Russian Invaders ...fuckers 😉🤣🤣 
https://t.co/1g6OUY8gIW
via @joker007_the 
#UkraineWar  NATO
#UkraineUnderAttaсk","['🤣', '🤣']",1,1
901,"Ok, my family and mates in Ukraine believe it could be Russian attack due to other reasons (not a false flag) or Ukraine is denying it on purpose, using Russian tactics, we’ll find out if I was the dumb c***, hopefully soon (Ukraine is denying it) 😅 #Ukraine #Russia #Belgorod https://t.co/37siYxOV2X",['😅'],1,1
902,"Aahh.. 
Such wonzerful, new florid nonzenze 
fzom zat deranged bzain - evezy zingle day ... 🤣

#Russia #China #India #Pakistan #Lavrov #Putin #Ukrain #UkraineRussiaWar #multipolar 
https://t.co/vPi2p6Qkef https://t.co/uWvyR03o7N",['🤣'],1,1
903,"Ok, my family and mates in Ukraine believe it could be Russian attack due to other reasons (not a false flag) or Ukraine is denying it on purpose, using Russian tactics, we’ll find out if I was the dumb c***, hopefully soon (Ukraine is denying it) 😅 #Ukraine #Russia #Belgorod https://t.co/37siYxOV2X",['😅'],1,1
904,"Ukrainian children with cancer airlifted to UK remain split from families. 😳🤬🤬🤬

#RefugeesWelcome #UkraineInvasion #PerfidiousAlbion #PritiPatelResign #JohnsonOut  https://t.co/bdBpWuNZle","['🤬', '🤬', '🤬']",0,4
905,"🤣🤣 The Pindostani are getting nervous. 🤣🤣
And the only response they know is to threaten.
#Ukraine #Oekraïne #UkraineRussiaWar #UkraineWar https://t.co/O4O3kCJjLg","['🤣', '🤣', '🤣', '🤣']",1,1
906,"Followed closely by #Netherlands #Nederland 🥈🥈🥈
It's all about the colours of the flags, which are almost identical! Spot the differences 🇱🇺🇳🇱 Oh, there is a third one 🇷🇺 That can't be a coincidence.😂
#Luxembourg #Russia #ranking #taxevasion #EU #EuropeanUnion #Financial https://t.co/mWB0d3oX90 https://t.co/KG99ZVLuTD",['😂'],1,1
907,"@ThomasVLinge @Free_Media_Hub #AprilFoolsDay  Traffic Lights especially for Putin's Russian Invaders ...fuckers 😉🤣🤣 
https://t.co/1g6OUY8gIW
via @joker007_the 
#UkraineWar  NATO
#UkraineUnderAttaсk","['🤣', '🤣']",1,1
908,"Donald Trump and the Damage Done😡Perhaps Trump is not the cause. He’s the accelerant.💥 https://t.co/xXOQL1B2p4 #GOPCorruptionOverCountry #GOPBetrayedAmerica #GOPCowards
#GOPComplicitTraitors #GOPHypocrisy #Facisim #CORRUPTION #Putin #LockThemAllUp #VoteBlueNoMatterWho https://t.co/iFv2xbpMlh",['😡'],0,4
909,"@CajunBlueAZ1 Another thread was talking about the size of the balls on the helicopter crew. Somebody said “balls of Ukrainium”.😂
I don’t know what to feel. If real, amazement, joy, worry. Could be false flag or an excuse for RU to escalate. #SlavaUkraini",['😂'],1,1
910,"@RobinBrooksIIF Yeah, but this is not gonna happen overnight. #Europe is a main customer and it just can't stop buying from #Russia just like that. There are resources and logistics constraints. But keep dreaming in excel, PowerPoint and Twitter 🤣🤣🤣. It will happen, but give it some time.","['🤣', '🤣', '🤣']",1,1
911,"This is actually very funny 😆

#Russia #Ukraine️ #UkraineUnderAttaсk #Memes https://t.co/Thc3AMGFgG",['😆'],1,1
912,"Free exercise opportunities provided by 🇷🇺. 😂

#SlavaUkraïni 🇺🇦✌️💪😁 https://t.co/XAIgsvrDzw",['😂'],1,1
913,A girl leaving #Mariupol making a heart in one of the few humanitarian convoys 😢unbearable https://t.co/FAqPvLAuzS,['😢'],0,3
914,"2 helis destroyed Oil &amp; Gas reserves in Belgorod,Russia.
At first very embarrassed, #Russia lied it was accident. Now, they admit it + accuse #Ukraine of a criminal act🤣
In the meantime, #Russian aviation authority switches to paper after losing 65TB of data. 🇷🇺 is born to fail. https://t.co/SUxo2BthSP",['🤣'],1,1
915,"#video 

Higway in #Ukraine️ 
😨

#ifb #UkraineRussiaWar #RussiaUkraineConflict 
https://t.co/asa56bpryn",['😨'],0,5
916,"Free exercise opportunities provided by 🇷🇺. 😂

#SlavaUkraïni 🇺🇦✌️💪😁 https://t.co/XAIgsvrDzw",['😂'],1,1
917,"Ok, my family and mates in Ukraine believe it could be Russian attack due to other reasons (not a false flag) or Ukraine is denying it on purpose, using Russian tactics, we’ll find out if I was the dumb c***, hopefully soon (Ukraine is denying it) 😅 #Ukraine #Russia #Belgorod https://t.co/37siYxOV2X",['😅'],1,1
918,That’s too stinking #cute . 😂 #червонакалина #січовістрільці #SlavaUkraini #singing #music #musicislife #ukraine #Children #StopPutinNOW #StopRussia https://t.co/h1AZ7jRoqy,['😂'],1,1
919,"@sharon_cantley There's a van going there every week to bring all she needs. We are worried about them, too 😢. My doctor gave me more medicine 💊 to sleep, but it didn't work, so she gave me another one today. #SlavaUkraini 🇺🇦🇺🇦🇺🇦 https://t.co/3CVZxdch6O",['😢'],0,3
920,"@DefenceU ""We Ukrainians are strong...""  -  Oh, WE KNOW! 

😂😂😂 😂😂😂 🤣🤣🤣 🤣🤣🤣

❤🇺🇦❤🇺🇦❤🇺🇦❤🇺🇦❤

SLAVA STRONG UKRAINE! 💪🏽😎👍🏼
💙 #SlavaUkraini!! 💙💙💙  ____#FCKPTN! 💣💥

translated: https://t.co/jr6c7LO5Px","['😂', '😂', '😂', '😂', '😂', '😂', '🤣', '🤣', '🤣', '🤣', '🤣', '🤣']",1,1
921,"🤬 ""Here’s where we come to the treasonous smoking gun: #Trump explicitly frames his request to #Putin as an ACT of RETALIATION not just against Biden, but AGAINST the United States itself,""  https://t.co/IfFxJEUP38",['🤬'],0,4
922,"A deputy from Odessa was detained in his own hotel during s*x with a trancesexual. Ukrainian security services thought he was meeting a Russian spy there.🤣🤣🤣

#Ukraine https://t.co/TXWWg32OWv","['🤣', '🤣', '🤣']",1,1
923,"@AFP @Euan_MacDonald Taking it to Russia 
#Russiaukrainewar
#notowar 😢 
 ⬇️ ↕️ ⬇️ 
https://t.co/zTZge2ouZO",['😢'],0,3
924,"@RT_com #AprilFoolsDay  Traffic Lights especially for Putin's Russian Invaders ...fuckers 😉🤣🤣 
https://t.co/1g6OUY8gIW
via @joker007_the 
#UkraineWar  NATO
#UkraineUnderAttaсk","['🤣', '🤣']",1,1
925,"@Liveuamap @AndrzejDuda @KarolDarmoros Taking it to Russia 
#Russiaukrainewar
#notowar 😢 
 ⬇️ ↕️ ⬇️ 
https://t.co/zTZge2ouZO",['😢'],0,3
926,"@RFERL Taking it to Russia 
#Russiaukrainewar
#notowar 😢 
 ⬇️ ↕️ ⬇️ 
https://t.co/zTZge2ouZO",['😢'],0,3
927,"@RT_com #AprilFoolsDay  Traffic Lights especially for Putin's Russian Invaders ...fuckers 😉🤣🤣 
https://t.co/1g6OUY8gIW
via @joker007_the 
#UkraineWar  NATO
#UkraineUnderAttaсk","['🤣', '🤣']",1,1
928,"In what universe did Putin ever think he could intimidate Ukrainians? 
😂🇺🇦🌻 #SlavaUkraini https://t.co/oM50XT7A2o",['😂'],1,1
929,"Little #Zelensky looking for that Mf Putin...🤔🤣🤣
#SlapPutinWarCriminal
 https://t.co/diINMR1QMH
NATO #Ukraine
#AprilFoolsDay","['🤣', '🤣']",1,1
930,"😡The occupiers mined the territory of ""Delicia"" confectionery factory in #Bucha and poisoned the cookies stored on the territory -factory administration

#WarInUkraine",['😡'],0,4
931,"#Mariupol #DGSE #SPY #HelicopterCrash

Apparently 2 French spy (DGSE)
were also in the helicopter who crashed. 😔 https://t.co/g3jwBE2Ytp",['😔'],0,3
932,"Russia's Belgorod oil depot has suffered major damage in Ukraine helicopter's air strike, @USAGov and @NATO will agree to world war or nuclear war, #Ukrainian #UkraineRussia #RussianUkrainianWar #Russia #Russian 😊 https://t.co/yo5vomLwnI",['😊'],1,1
933,"😡The occupiers mined the territory of ""Delicia"" confectionery factory in #Bucha and poisoned the cookies stored on the territory -factory administration

#WarInUkraine",['😡'],0,4
934,"Thanks for everything you do for the people who live in this beautiful country! Everyone please retweet this message to everyone you know who loves the people of Ukraine!💯‼️
😭💖🙏🏻 #SlavaUkraini https://t.co/v9EjmLnbF4",['😭'],0,3
935,"😢💔 Full vid 👇
https://t.co/HtxKjCwemX
👻👽💙💛🇺🇦✌️☮️ #SlavaUkraini #Ukraine #KyivNotKiev #kyiv #Mariupol #Anonymous #StopWar #StopPutin #WarCriminalPutin 
#StandingWithUkraine 🤟
Act now #StopRussia https://t.co/GEISORJWbL",['😢'],0,3
936,"😢💔 Full vid 👇
https://t.co/HtxKjCwemX
👻👽💙💛🇺🇦✌️☮️ #SlavaUkraini #Ukraine #KyivNotKiev #kyiv #Mariupol #Anonymous #StopWar #StopPutin #WarCriminalPutin 
#StandingWithUkraine 🤟
Act now #StopRussia https://t.co/GEISORJWbL",['😢'],0,3
937,"🤬The #russian invaders are doing everything to keep people from leaving the city because they need hostages. People are being sent to occupied #Crimea.

The Mayor of #Melitopol, Ivan Fedorov, reported about the situation. 
#StopWarInUkraine
#StopPutinNOW",['🤬'],0,4
938,"Why are Kadyrov's military attacking a traffic light? 😂
#UkraineWar #Ukraine #StopWarInUkraine #RealWar https://t.co/Mv3CABfAyI",['😂'],1,1
939,"Oh Jessie 😍🐾   UAnimals have shared the wonderful story of a little pup called Jessie. Born during war, cared for and loved by #Ukraine soldiers. Animals have a massive part to play in war &amp; little Jessie is so loved. 💙💛 #ukraineanimals Photo: UAnimals https://t.co/Fe8X4SljZX",['😍'],1,1
940,"This is what the food warehouses near #Kiev destroyed by #Russian missile strikes look like 🤬😰🇷🇺🚀💣
#StopPutin #StopRussia #StopPutinsWar #StopWarInUkraine #StopRussianAggression https://t.co/PmcZqfotHR",['🤬'],0,4
941,"Fear of Western Sanctions no Longer a Threat 🤣
#Putin #Masterstroke 
Ruble is the Best performing currency against USD for the month of March
1 USD = 139 Ruble 7th March 2022
1 USD = 81 Ruble 31st March 2022
#BidenWorstPresidentEver",['🤣'],1,1
942,"#AprilFoolsDay ""Go fuck yourself Putin"" Traffic Lights in #Ukraine today....fuckers 😱🤣🤣💩😂😂😂
https://t.co/1g6OUY8gIW
via @joker007_the 
#UkraineWar  NATO
#UkraineUnderAttaсk","['🤣', '🤣', '😂', '😂', '😂']",1,1
943,"#heatpumps and #electriccars powered by #Russian gas and coal once again in #Ireland 😬👇

We have targets for 600,000 heatpumps and 1,000,000 electric cars in 8 years 🤯 What could possibly go wrong? 🤔🌍

#COP26 #ClimateAction #EnergyTransition #RussiaUkraineWar https://t.co/OszfrvBrlJ",['😬'],0,6
944,"Thanks for everything you do for the people who live in this beautiful country! Everyone please retweet this message to everyone you know who loves the people of Ukraine!💯‼️
😭💖🙏🏻 #SlavaUkraini https://t.co/v9EjmLnbF4",['😭'],0,3
945,"@IAPonomarenko Attack is often the best defense! 😢

we need to guard from the #Oligarchs and their #PutinsWar at every level.

Be it #Ukraine, #Russia, #Yemen #Iraq #Israel #Afghanistan 

Thank you #Ukaine for showing us how &amp; we all need to step up!

#StandWithUkriane #NoToWar
#Peace4Climate https://t.co/B79OYMPumx",['😢'],0,3
946,"@Shenz95831520 @chieru_bE @Mentimoen ""#Russia is trying to #regroup, #resupply and step up its offensive in #Donbass,"" #NATO Secretary General Jens Stoltenberg told during press conference in #Brussels

😂😂😂😂😂😂😂😂😂😂kocar kacir😂😂😂😂😂😂😂😂😂😂","['😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂', '😂']",1,1
947,"This is really wild! 😬😳😱
#UkraineRussianWar
#Ukraine #Russia #RussiaUkraine
https://t.co/Lt0zTuZIDa",['😬'],0,6
948,"@gnome_196883 Lately, when I buy flowers, I try to combine 💙✕💛 flowers.💐😊
#StandWithUkraine 💪 https://t.co/BEkmRUX6uU",['😊'],1,1
949,"#heatpumps and #electriccars powered by #Russian gas and coal once again in #Ireland 😬👇

We have targets for 600,000 heatpumps and 1,000,000 electric cars in 8 years 🤯 What could possibly go wrong? 🤔🌍

#COP26 #ClimateAction #EnergyTransition #RussiaUkraineWar https://t.co/OszfrvBrlJ",['😬'],0,6
950,@JosephJFlynn1 You can’t even make this stuff up! Yet nobody is held responsible! It gets skewed by the stupid #russia #Ukraine crap! We r all sick of it! NY here! Yup! #democratic state. LOL lots of #Patriots here! 😊,['😊'],1,1
951,"#Ukraine 
1 of the crazies from the nationalist Svoboda Party, #IrinaFarion is upset that Ukr refugees in #Poland speak in Russian (Putin's language) thereby embarrassing Ukr.Acc to her, the Poles are worried #Putin might invade them to liberate the Rus speaking population 😀 https://t.co/2pAobFfLMO",['😀'],1,1
952,"@NoLieWithBTC Dumb Trump supporters need to stop denying #Putin/#Trump connection! All OUT there with it now. Lol. Just all bold highlight about it. 😂 They think Putin can do what he wants here, too. Lol. Hell no! They will BOTH FAIL because Democracy doesn't work like dictatorships...",['😂'],1,1
953,"Dumb Trump supporters need to stop denying #Putin/#Trump connection! All OUT there with it now. Lol. Just all bold highlight about it. 😂 They think Putin can do what he wants here, too. Lol. Hell no! They will BOTH FAIL because Democracy doesn't work like dictatorships... https://t.co/L2fN2tVFES",['😂'],1,1
954,"I think this is great..#Ukraine should be bringing the war to #Russia...#Putin #invadedUkraine 🤬  
The death &amp; destruction Ukrainians have suffered is #catastrophic
 https://t.co/9VXjoMiyPc",['🤬'],0,4
955,"@IAPonomarenko Attack is often the best defense! 😢

we need to guard from the #Oligarchs and their #PutinsWar at every level.

Be it #Ukraine, #Russia, #Yemen #Iraq #Israel #Afghanistan 

Thank you #Ukaine for showing us how &amp; we all need to step up!

#StandWithUkriane #NoToWar
#Peace4Climate https://t.co/B79OYMPumx",['😢'],0,3
956,#UkraineUnderAttaсk #Ukraina #Putin  Just good business - or just a fail! 🤣🤣🤣 https://t.co/cfMyDEYQVn,"['🤣', '🤣', '🤣']",1,1
957,"New video out on The String Kannada. Thanks you @StringReveals . Plz like, share, support and subscribe. Featuring yours truly😊🙏 #RussiaUkraineWar
#Russia #RussianUkrainianWar #RussiaUkraineConflict
https://t.co/4PeBtX7js8",['😊'],1,1
958,"@EmbassyofRussia @mfa_russia @PMSimferopol @RussiaUN @RusEmbJakarta @RussianEmbassy @RusEmbAU @RusEmbUSA @RussianEmbassyC @mahasharampedi @shanebrahim7 Ah, Zaki! You are the best liar of all 😍 The ease with which you invent facts and disregard the killing of children and civilians is really impressive! 👍 Keep up the good work! #standwithrussia #UkraineRussianWar #Ukraine #RussianArmy #Donbass #Zakharova",['😍'],1,1
959,"@EmbassyofRussia @mfa_russia @PMSimferopol @RussiaUN @RusEmbJakarta @RussianEmbassy @RusEmbAU @RusEmbUSA @RussianEmbassyC @mahasharampedi @shanebrahim7 Ah, Zaki! You are the best liar of all 😍 The ease with which you invent facts and disregard the killing of children and civilians is really impressive! 👍 Keep up the good work! #standwithrussia #UkraineRussianWar #Ukraine #RussianArmy #Donbass #Zakharova",['😍'],1,1
960,@AnonOpsSE Good Morning #Anonymous. Getting into some good mischief on April Fools I see!!😎🤣😂😘,"['🤣', '😂']",1,1
961,"I got to see the Mi-24 in action in Afghanistan, and it was a sight to behold. Imagine being a Russian woken up to the sound of #Ukranianvengence 😍😍#ukraine #UkraineRussiaWar https://t.co/kkErVJdv1H","['😍', '😍']",1,1
962,"Italian Journalists in #Mariupol documenting the activities of the #AzovBattalion battalions treatment of civilians.. this woman was severely beaten, strangled before having a Swastika painted on her. Note bruising has occurred prior to her death. What she must have endured 😞 https://t.co/Avgfp72UX5",['😞'],0,3
963,"New video out on The String Kannada. Thanks you @StringReveals . Plz like, share, support and subscribe. Featuring yours truly😊🙏 #RussiaUkraineWar
#Russia #RussianUkrainianWar #RussiaUkraineConflict
https://t.co/4PeBtX7js8",['😊'],1,1
964,Everything on this picture looks puuurfect 😍#SlavaUkraini #cats #CatsOfTwitter #CatsOfUkraine #Ukrainianheroes #woman #beautiful #BeautifulUkraine #beautifulgirl #StopPutinNOW #StopRussianAgression https://t.co/mguJzSn7WG,['😍'],1,1
965,"#Russian forces mined the road near #Borodyanka(#Kyiv region) 🤬

#Ukrainians don't scare of #mines.

#Ukraine #UkraineWar #WARINUKRAINE #RussianWarCrimes #CrimesAgainstHumanity #Crimesofwar #CrimesAgainstChildren #StopRussia #StopRussianAgression #RussianAggression https://t.co/vX9HinFeEE",['🤬'],0,4
966,"@olex_scherba Much talk about how ukraine  is winning. All l hear is people are dying Ukrainian  or Russian 😢  stop war
#Russiaukrainewar
#notowar 😢 
 ⬇️ ↕️ ⬇️ 
https://t.co/zTZge2ouZO","['😢', '😢']",0,3
967,Everything on this picture looks puuurfect 😍#SlavaUkraini #cats #CatsOfTwitter #CatsOfUkraine #Ukrainianheroes #woman #beautiful #BeautifulUkraine #beautifulgirl #StopPutinNOW #StopRussianAgression https://t.co/mguJzSn7WG,['😍'],1,1
968,"#RussiaUkraine #Witches 
Ukraine vs Russia - Battle of the Witches 😀
via @akarlin0 https://t.co/blTV4CtG7a",['😀'],1,1
969,"🇺🇦⚡In #Odessa, the commander of the defense Colonel #AndreyKislovsky was caught by Ukrainian security forces in an underground brothel orgy with transvestite. 😂

#RussiaUkraineConflict
#Russia #Ukraine #News #istandwithrussia https://t.co/uVa2xF436k",['😂'],1,1
970,"Oh Jessie 😍🐾   UAnimals have shared the wonderful story of a little pup called Jessie. Born during war, cared for and loved by #Ukraine soldiers. Animals have a massive part to play in war &amp; little Jessie is so loved. 💙💛 #ukraineanimals Photo: UAnimals https://t.co/Fe8X4SljZX",['😍'],1,1
971,"#ImranKhan made the people of #Pakistan a Fool, Now the people of Pakistan will make Imran a Bloody Fool.😂😂😂
The people of #Russia are also going to throw #Putin out of power soon!😂😂😂 https://t.co/j4gl5ODmv5","['😂', '😂', '😂', '😂', '😂', '😂']",1,1
972,"@IAPonomarenko Attack is often the best defense! 😢

we need to guard from the #Oligarchs and their #PutinsWar at every level.

Be it #Ukraine, #Russia, #Yemen #Iraq #Israel #Afghanistan 

Thank you #Ukaine for showing us how &amp; we all need to step up!

#StandWithUkriane #NoToWar
#Peace4Climate https://t.co/B79OYMPumx",['😢'],0,3
973,@beyerstein @aravosis @Johngcole @CherylRofer @Green_Footballs @kiddle Lol wut?😂 Does #China  really think this line of propaganda is going to work? 🙄 #RussianUkrainianWar https://t.co/hPKVzikBye,['😂'],1,1
